Protein;MW;100K1;100K2;100K3;100K4;50K1;50K2;50K3;50K4;30K1;30K2;30K3;30K4;10K1;10K2;10K3;10K4
P53904;28353.6;46014.67578125;47800.5390625;47287.8671875;51240.7578125;139186.359375;135473.125;130633.4609375;136542.015625;195066.796875;235532.5;267571.59375;246345.15625;51470.171875;82433.1015625;100934.359375;95345.703125
P53905;13006.02;18595.15625;17647.2109375;18811.69140625;17615.34765625;35540.25390625;29355.2421875;23631.25390625;38716.53125;213383.078125;138177.015625;168323.078125;182089.546875;208365.0625;230063.96875;225849.859375;232058.90625
P53909;39635.04;20251.51171875;25941.193359375;29744.712890625;21386.951171875;16348.041015625;21470.251953125;18313.37109375;7448.75390625;635317.625;67284.8203125;82857.0859375;115191.7109375;0;0;0;0
P53911;49391.09;0;0;0;0;0;0;0;0;27590.634765625;28238.943359375;26014.04296875;24568.955078125;83916.03125;83668.5078125;52229.3828125;74872.8984375
P53912;41164.39;28503.814453125;41248.328125;46440.328125;46639.64453125;120777.6484375;168555.828125;165140.921875;79287.0859375;2444021;338738.21875;461897.09375;589408.75;107607.5703125;115712.21875;85093.984375;107222.5546875
P53913;20024.84;13475.7041015625;9384.7490234375;12411.5791015625;10157.7021484375;23933.923828125;33239.73046875;27892.828125;28617.25;133775.984375;184043.484375;147570.546875;160106.75;949264.0625;777334.25;675437.8125;760956.6875
P53914;119347.64;6982.22900390625;5160.84716796875;8216.9931640625;9028.91015625;3889.84008789063;4226.72021484375;5431.07958984375;6762.439453125;40873.2734375;68125.4296875;97388.6484375;70079.3046875;135674.15625;127898.109375;126857.109375;130847.375
P53919;54949.45;7703.43359375;12823.01953125;10951.7412109375;8447.5400390625;23594.39453125;20947.830078125;17462.08984375;19950.619140625;37916.5546875;42433.375;58051.3515625;45080.4609375;48279.24609375;43144.49609375;50806.15234375;38072.859375
P53920;110881.31;14708.6953125;21952.048828125;32260.587890625;34560.57421875;0;0;0;0;0;0;0;0;190583.625;119581.296875;85495.5703125;74676.6328125
P53924;57584.18;0;0;0;0;0;0;0;0;0;0;0;0;43946.703125;31866.146484375;30187.78125;48793.59765625
P53927;25447.06;10542.9951171875;11491.8447265625;10811.1083984375;8443.3662109375;17778.130859375;14991.1123046875;12683.9150390625;19060.76953125;61436.77734375;72034.15625;56526.97265625;46617.609375;131765.3125;116331.03125;78418.7578125;104696.8515625
P53929;30748.08;47376.85546875;59005.046875;54133.5078125;43530.13671875;72323.75;79992.015625;55982;55333.58984375;155214.609375;184459.5;221048.6875;225424.15625;32393.71875;26151.5859375;27662.66796875;22693.498046875
P53935;141513.86;0;0;0;0;0;0;0;0;0;0;0;0;246423.3125;248361.984375;200264.84375;236923.75
P53941;33482.13;0;0;0;0;0;0;0;0;46336.85546875;48240.8515625;42699.17578125;34280.890625;216948.6875;185093.28125;159746.734375;180855.203125
P53943;65296.26;200932.65625;197562.90625;268007.3125;200842.125;323968.90625;375282.15625;328349.0625;414338.625;2243856.25;2253667.75;1528042.25;1503515;2847885.5;2831472.25;2821478.75;3782139.75
P53946;87560.39;10999.630859375;9983.259765625;7688.2890625;7025.78515625;5491.37451171875;8106.55126953125;5389.30224609375;11517.9912109375;114927.1171875;125029.8984375;115265.4296875;142246.390625;499269.03125;392547.0625;254249.375;378876.4375
P53950;128140.49;25391.48828125;26597.2890625;19300.26953125;23939.865234375;93906.2109375;89713.4765625;86948.203125;104732.8671875;306637.5;456630.1875;468913.34375;420955.0625;368190.03125;360424.34375;394374.625;393403.65625
P53952;31437.24;39015.03125;28566.720703125;32397.53515625;31463.2890625;0;0;0;0;30756.048828125;30539.759765625;29068.77734375;30915.130859375;77590.1953125;80877.1875;53231.48046875;49134.45703125
P53953;98943.5;21556.2421875;15128.876953125;19924.009765625;15604.8779296875;22779.31640625;19036.341796875;28222.185546875;34924.703125;0;0;0;0;0;0;0;0
P53958;43748.96;0;0;0;0;0;0;0;0;7321.41845703125;9351.005859375;11471.0390625;10489.2333984375;66781.2109375;54814.5234375;40489.3203125;51427.64453125
P53959;96975.86;0;0;0;0;0;0;0;0;24007.2421875;15654.685546875;17174.1953125;16390.505859375;0;0;0;0
P53968;76300.89;20883.935546875;17763.63671875;22601.962890625;22769.22265625;25693.021484375;18150.615234375;18245.529296875;17845.673828125;63523.9375;72873.9375;65289.109375;63273.2578125;134494.71875;150313.5625;132158.75;138174.765625
P53974;71373.12;0;0;0;0;0;0;0;0;42652.02734375;49518.48046875;36962.12890625;36809.765625;85190.734375;78880.6015625;94894.046875;107393.3828125
P53981;27480.53;51303.9609375;52869.78125;52801.1015625;49151.80078125;118197.09375;130652.125;107434.6953125;101764.515625;1780840.125;601693.75;723894.125;723792.4375;338583.6875;542015.5;677026.375;714366.625
P54000;33102.37;58501.671875;64896.9375;63977.67578125;64851.75390625;164736.03125;157379.265625;146885.703125;185778.5625;726403.5625;791896.5625;776196.625;711935.25;1248648.875;1266972.625;1299842.625;1376452.625
P54003;33829.86;54439.0703125;48874.45703125;54401.0625;49789.1484375;1789.30993652344;1590.21984863281;1127.08056640625;3072.02221679688;9493.595703125;10022.2470703125;9058.20703125;10368.171875;67663.59375;66496.7734375;62648.44921875;63565.59375
P54007;41127.41;0;0;0;0;0;0;0;0;342468.71875;30340.4765625;53260.95703125;83240.078125;85637.234375;84676.265625;68757.1953125;70466.65625
P54113;65282.42;277870.34375;249199.515625;221976.171875;300092.09375;138036.96875;198452.765625;223403.875;75315.6328125;7303.59912109375;4723.45068359375;6344.806640625;5634.81884765625;18464.78125;12768;8957.3505859375;9240.951171875
P54115;54414.16;872464.3125;1219605.5;1458262.375;1732771.25;300264.40625;493912.0625;826616.4375;175875.15625;172104.921875;78641.515625;82462.3046875;79008.09375;224586.171875;186224.9375;149641.875;135210.234375
P54730;46964.85;29762.58203125;34674.51171875;30574.763671875;28323.529296875;22285.7734375;19718.171875;19953.697265625;21875.826171875;31312.435546875;52011.90625;48167.19921875;45982.796875;124167.1015625;122032.8359375;102370.5078125;112918.8828125
P54783;59493.68;14525.6552734375;27034.6953125;29409.671875;34513.05078125;0;0;0;0;0;0;0;0;0;0;0;0
P54785;54381.64;0;0;0;0;0;0;0;0;16464.765625;28742.10546875;27993.71875;17152.681640625;161124.515625;233957.375;181271.5;178035.4375
P54786;105496.11;7707.2021484375;7833.26611328125;11043.1669921875;7149.052734375;26006.814453125;21521.296875;22506.8203125;29578.66015625;74667.0859375;115737.0078125;91257.984375;82567.1484375;86590.125;70336.578125;58527.4765625;73226.3125
P54787;52482.76;0;0;0;0;0;0;0;0;0;0;0;0;211491.3125;150844.25;134686.296875;122166.0625
P54791;60705.42;12531.705078125;8913.693359375;7602.375;6650.3408203125;0;0;0;0;2710.03100585938;5999.51513671875;6063.21533203125;4274.45654296875;55543.96484375;58412.1015625;64752.58984375;49230.2109375
P54837;24106.28;71781.03125;81078.0625;83989.2421875;60304.24609375;5107.53759765625;5106.89794921875;5012.7978515625;5551.490234375;13765.8212890625;26177.169921875;19638.37890625;27850.66796875;48311.8046875;39674.93359375;43343.8828125;42260.1171875
P54838;62206.69;127722.453125;159644.203125;209729.53125;196159.328125;81796.9609375;101163.7890625;120951.8359375;45216.8359375;139099.640625;120896.796875;108172.4140625;99704.9375;673152.9375;551947.5625;482879.90625;466520.46875
P54839;55013.53;60708;66788.8984375;85299.3828125;131238.828125;132542.171875;192785.078125;230673.421875;56301.9375;207227.953125;71825.2109375;65764.8984375;63517.703125;53407.3359375;49870.71875;37827.55859375;49217.7265625
P54858;35964.08;86216.390625;88637.40625;118842.046875;77228.1953125;187137.734375;164830.65625;170794.421875;206504.265625;363418.625;552173.8125;498890.5;541989.1875;513172.6875;464117.40625;390879.96875;505079.75
P54860;109915.76;39537.76953125;40460.765625;25958.4140625;23644.08203125;0;0;0;0;0;0;0;0;0;0;0;0
P54861;84971.97;14333.22265625;17561.73828125;17114.6796875;16484.431640625;10831.974609375;9350.9306640625;11588.580078125;12794.021484375;11484.1689453125;29266.208984375;34354.77734375;38162.69921875;136688.65625;99452.2265625;93490.8203125;69503.9375
P54867;39270.02;12682.8095703125;9498.216796875;11238.1591796875;8942.9755859375;49983.36328125;46897.4453125;46454.9609375;63846.74609375;86419.4296875;147444.09375;147071.609375;139725.65625;193439.84375;207231.40625;146439.203125;197017.21875
P54885;49740.49;673297.75;699438.625;747465.75;823026.5;314542;390991.96875;383850.71875;230346.375;58555.63671875;36171.875;39396.49609375;40213.91796875;0;0;0;0
P54964;30870.26;61898.890625;37690.48828125;31699.677734375;42863.03125;100361.09375;91397.9453125;86002.1484375;101399.1875;31198.68359375;31399.513671875;35549.39453125;32611.48828125;0;0;0;0
P54999;9659.97;21183.40234375;5351.25390625;3328.23095703125;9616.67578125;5619.32958984375;4022.88745117188;0;18200.26953125;18604.69140625;39927.2578125;40158.66796875;20131.4453125;111397.234375;128690.1015625;140126.140625;149427.59375
P57743;10030.29;65023.28515625;66120.7265625;50478.78515625;49041.875;68344.6015625;51084.6015625;56344.69921875;64349.12109375;73256.7109375;68164.6171875;55493.07421875;60469.9609375;33283.94140625;36801.80078125;46875.01953125;29821.41796875
P57744;9763.9;72145.2734375;84391.21875;79840.828125;66677.7578125;121993.046875;94335.3671875;97565.3984375;136490.875;543416.9375;533150.375;514899;621315;1600756.375;1450696.75;1460041.625;1329294.875
P60010;41689.63;3067911.25;3253085;3117631;4396702.5;4057351;7268609.5;6689758;3050496.25;32289398;4282036;4847793;6501470.5;2353017.75;2582001.5;2281951;2242511
P61830;15355.92;473921.53125;483762.65625;493172.125;501304.46875;0;0;0;0;17002.8359375;21922.13671875;21143.921875;26673.509765625;108900.5859375;89175.7734375;70265.609375;69143.8671875
P69771;23091.24;140256.078125;121679.578125;132086.21875;134507;311144.09375;290346.5625;273463.96875;357524.1875;745145.6875;995084.875;1012063.9375;950168.375;1015927.1875;936807.0625;879649.625;888257.4375
P69850;10848.25;125216.40625;140663.609375;136492.203125;136767.515625;155940.953125;127810.8203125;131297.78125;104091.0078125;509187.625;278776.96875;271560.75;241012.234375;108297.375;134615.03125;168118.15625;149320.09375
P69851;8155.27;11891.48046875;11171.142578125;7587.31884765625;8534.6416015625;31998.8125;24653.064453125;28347.23046875;19903.556640625;6620.20556640625;60227.25;74820.859375;116739.3515625;0;0;0;0
P80210;48279.38;27012.8515625;33094.15625;31383.6484375;37685.12109375;35790.7890625;51722.06640625;52875.6796875;12649.0625;363867.21875;19640.509765625;13896.5087890625;33566.83203125;61379.84375;47707.96484375;31454.65234375;40965.3828125
P80428;54831.91;20345.6328125;27244.595703125;16395.90234375;18995.091796875;32274.294921875;42325.32421875;34654.98828125;12968.10546875;0;0;0;0;0;0;0;0
P80667;42706.02;7313.24658203125;3373.95458984375;5565.4775390625;7154.2158203125;0;0;0;0;5359.5341796875;10751.3759765625;12395.7587890625;11449.5419921875;121633.4296875;110864.359375;69350.5078125;80172.9296875
P80967;5984.93;105822.421875;113507.625;108351.3046875;70770.3203125;41080.08203125;41107.65625;42145.23046875;41277.71875;37688.08203125;89839.6953125;87448.1484375;96666.7109375;555198.375;458279.78125;255264.09375;312709.59375
P81451;7533.77;0;0;0;0;0;0;0;0;51889.359375;71437.578125;55982.6796875;58820.41015625;294517.0625;210652.25;172171.046875;233720.453125
P87108;10304.6;70223.71875;64088.63671875;62143.19921875;61749.3046875;205121.3125;178470.1875;155244.171875;211882.234375;537145.5;566516.1875;441857.8125;499620.78125;486194.46875;498701.375;580133.8125;492248.6875
P87262;13639.08;4161856.75;4101845.75;3615785.5;4218269;0;0;0;0;0;0;0;0;0;0;0;0
P89105;124709.32;15237.814453125;18134.810546875;13752.251953125;15992.49609375;93161.6015625;81574.015625;75026.5546875;86392.0078125;187533.671875;271367.65625;251111.203125;219650.34375;118507.015625;180196.546875;161931.703125;151576.21875
P89886;20277.59;28301.62890625;30787.15234375;41308.99609375;24569.177734375;38486.7578125;33405.77734375;34142.19140625;22883.71875;133611.171875;71971.0703125;97813.296875;99205.65625;185339.6875;161206.734375;154487.0625;136746.734375
Q00055;42868.82;22299.2734375;19260.548828125;20434.26953125;21471.72265625;367053.5;484530.84375;395337.125;339193.84375;1657888.375;444182.625;755053.5;648328.1875;63390.08203125;73985.453125;39439.40234375;36699.671875
Q00245;25312.38;24393.291015625;24710.927734375;29049.65625;26615.380859375;0;0;0;0;26267.099609375;6401.54150390625;35954.86328125;48972.0546875;262714.84375;179154.9375;154151.140625;199492.921875
Q00246;32185.55;4668.39599609375;6313.9384765625;3607.67456054688;4498.50732421875;0;0;0;0;20264.251953125;14832.296875;17018.8984375;11539.212890625;129089.59375;126017.0390625;117951.53125;112748.390625
Q00362;59662.19;18559.892578125;33262.17578125;30464.623046875;37436.0625;17778.408203125;15900.4453125;16128.2763671875;16326.03125;49074.05078125;36662.52734375;31407.083984375;26867.953125;167494.015625;151948.0625;131775.71875;165758.046875
Q00402;313032.96;122617.4921875;126786.7109375;145218.546875;111131.75;129587.78125;111055.5;115841.21875;154120.015625;143097.609375;222831.4375;215684.5;226629.375;152952.84375;142205.03125;126824.109375;149999.53125
Q00416;252497.13;0;0;0;0;16083.9189453125;14842.330078125;13262.697265625;20603.8984375;44286.5859375;85094.34375;93921.0390625;90838.6015625;192444.171875;185826.234375;193701.4375;184492.046875
Q00684;61906.59;27005.158203125;30252.74609375;35950.4765625;27892.205078125;34466.22265625;39100.0234375;38106.97265625;53350.64453125;92286.734375;217390.9375;202231.3125;160695.78125;528332.75;606743.625;529061.5;557611.5625
Q00764;56147.81;32544.880859375;45958.03515625;53061.37890625;62481.46484375;0;0;0;0;89570.21875;31949.330078125;26946.59375;15465.40625;58191.1015625;43507.91796875;46454.88671875;45295.87109375
Q00772;55635.93;11268.1787109375;13301.69140625;19185.6484375;11400.107421875;19042.98828125;12878.2509765625;17049.02734375;22849.13671875;91787.109375;83219.6328125;85150.0859375;86111.203125;364833.3125;313789.65625;300829.40625;335064.6875
Q00816;112615.86;193163.5625;165691.140625;188375.203125;174870.8125;224270.40625;202120.765625;215293.25;236607.78125;481354.71875;586075.6875;565103.5;516221.78125;1349605;1278383.5;1180837.5;1265645.875
Q00955;250353.4;74777.921875;69908.53125;87065.0859375;103562.0703125;6241.86279296875;5239.0634765625;5831.21142578125;7491.81494140625;12087.5380859375;16744.22265625;18039.2265625;16742.1328125;51540.6640625;42069.95703125;32635.560546875;43596.15625
Q01080;46650.75;37460.90625;38173.546875;43868.1171875;42094.4609375;51774.78125;46015.3359375;45603.57421875;51719.39453125;136013.96875;178514.15625;152324.140625;173616.640625;324965.96875;276121.34375;266779.40625;250491.65625
Q01389;164195.45;0;0;0;0;0;0;0;0;14115.865234375;12491.9150390625;16911.109375;2953.23486328125;131456.046875;107700.453125;88652.5703125;107731.0625
Q01448;67775.36;17306.111328125;13952.7353515625;15540.61328125;14575.5810546875;45033.7734375;49362.296875;47078.01953125;52682.546875;166277.34375;256872.5;272543.96875;248538.875;465007.40625;434391.25;417515.1875;414539.6875
Q01476;146354.79;6601.2099609375;6244.759765625;9480.732421875;7961.77099609375;4970.92138671875;9067.158203125;9570.6181640625;15435.4521484375;3640.3076171875;11742.701171875;13408.48046875;13453.9384765625;155786.265625;128192.9765625;63193.68359375;119238.6484375
Q01477;101916.73;48392.984375;53490.96484375;49348.2109375;35186.609375;95458.8515625;71198.1484375;77096.3828125;129427.4765625;355664.8125;518127.75;475219.6875;388347.375;785069.4375;846838.3125;834279.0625;831662.9375
Q01532;55482.72;33367.671875;36535.09765625;39088.44140625;41861.59375;9962.482421875;9705.392578125;13063.5576171875;12224.380859375;16343.2353515625;14973.970703125;16159.0712890625;15407.7880859375;93446.8203125;83730.4296875;70585.03125;65228.58984375
Q01560;45407.43;155388.109375;150471.015625;160047.28125;168561.96875;240924.640625;220921.453125;202839.546875;262509.46875;760984.75;750522.6875;710659.875;717518.9375;1214242.5;1079394.375;1013149.3125;924539.875
Q01590;38807.47;0;0;0;0;7769.70458984375;4533.98095703125;7515.49609375;8742.97265625;54683.94921875;60773.76171875;58903.578125;58538.390625;130174.484375;100324.6796875;106136.796875;114782.1875
Q01662;43373.3;137067.296875;155889.390625;162356.75;147528.15625;129456.2578125;117075.2109375;107645.578125;168675.625;450478.375;574900.875;527911.0625;566899.1875;1821859.375;1670184.25;1618005.875;1581045
Q01722;58062.02;19563.892578125;26511.583984375;10209.853515625;18844.91796875;0;0;0;0;0;0;0;0;0;0;0;0
Q01852;48854.44;26870.88671875;25126.94140625;24623.09765625;19638.7421875;0;0;0;0;21132.173828125;23017.482421875;31906.181640625;34359.76171875;105847.84375;84426.2578125;68509.390625;88560.5
Q01855;16001.84;12699145;8777546;5955182;4576649;71553.5;59127.9453125;53943.16015625;48290.9609375;77779.0703125;123647.171875;123955.390625;123780.734375;477488.8125;397499.03125;344880.09375;305355.8125
Q01919;90087.96;2850.13671875;2644.80078125;2575.6025390625;2726.71020507813;6669.74169921875;8590.7236328125;7119.74755859375;10884.1669921875;19490.05078125;57345.53515625;58812.515625;47091.3984375;193176.328125;190811.015625;179707.828125;187068.203125
Q01939;45271.69;60710.390625;72597.765625;61618.86328125;68765.921875;116376.796875;86994.640625;80161.390625;78816.046875;148039.796875;212112.640625;210194.296875;199138.03125;246020.78125;227187.9375;178836.0625;153873.5625
Q01976;26086.98;435726.40625;418579.6875;445113.8125;404558.21875;2121649;2063111.5;1975932.75;2133107.25;1238074.875;1818557.125;2663852.25;2292350.5;69945.0703125;92103.5234375;133984.40625;134270.390625
Q02046;36239.61;18986.568359375;84920.9609375;69036.421875;73121.6875;13167.744140625;18044.15625;21950.69140625;16689.04296875;51070.015625;39203.06640625;18902.669921875;22850.154296875;134697.625;107161.0859375;73338.8359375;87648.9609375
Q02100;70192.1;12525.744140625;14064.31640625;12793.23828125;14355.826171875;39753.7109375;33700.4453125;33554.515625;46345.7421875;125406.28125;139130.578125;132607.265625;127406.328125;239400.078125;204308.984375;199192.640625;193053.90625
Q02201;51587.95;52845.99609375;65585.0234375;72289.7265625;61030.0625;0;0;0;0;41266.23828125;19779.013671875;21844.6640625;22024.64453125;84181.9921875;59295.97265625;50610.58984375;52344.69921875
Q02204;30271.31;9584.107421875;11218.90234375;9792.4931640625;7800.83544921875;24953.5546875;17982.6171875;14727.216796875;18028.033203125;28977.015625;51199.6484375;41229.859375;49591.28515625;267118.65625;177807.921875;153470.71875;174362.21875
Q02205;20242.1;93108.4140625;101785.609375;90266.5546875;82583.5625;71788.5234375;63670.8828125;63759.01953125;66666.8984375;238842.53125;272363.0625;251648.109375;255505.546875;116760.578125;142054.203125;129733.9375;123768.546875
Q02206;72290.69;0;0;0;0;0;0;0;0;0;0;0;0;31982.419921875;21586.9296875;24655.994140625;21988.85546875
Q02208;86366.21;2070.17504882813;2763.46118164063;3736.97412109375;2844.07153320313;20451.98828125;21891.935546875;18483.095703125;19969.76953125;63803.5390625;80323.0546875;81703.375;74259.703125;193926.921875;153906.484375;136343.734375;172058.75
Q02260;16274.81;57394.6953125;52052.78515625;49081.3203125;39556.32421875;0;0;0;0;0;0;0;0;0;0;0;0
Q02326;19961.5;219139.703125;314919.03125;425464.03125;435699.25;41600.15234375;38561.99609375;29310.84375;51378.9375;254021.59375;307627.5625;258313.265625;299262.0625;1483947.5;1167593.625;1063449.75;1164576.5
Q02455;218456.23;189539.78125;200283.84375;207315.34375;193635.953125;131560.34375;114837.9609375;120438.3984375;137398.265625;315520.53125;348474.6875;352117.0625;338810.125;233704.84375;215859.125;212416.59375;217955.625
Q02457;62823.7;0;0;0;0;0;0;0;0;38072.05859375;20131.337890625;28815.744140625;25203.26171875;0;0;0;0
Q02486;21561.72;251885.796875;243759.5;247251.6875;237796.140625;89926.71875;80923.2890625;71626.6953125;94812.3046875;367019.75;285164.625;271353.21875;288079.0625;655567.9375;586096.8125;505685;482302.90625
Q02521;20648.32;0;0;0;0;26383.810546875;22274.2265625;16661.765625;22277.900390625;49397.48046875;83607.359375;60315.62109375;56024.25;96965.265625;96205.90625;73902.65625;95513.609375
Q02629;99988.03;57340.39453125;58085.6328125;58904.7421875;55222.91796875;78208.25;72867.484375;63546.48046875;84805.1328125;138284.09375;180060.328125;193541.46875;192831.015625;154280.75;164537.734375;132385.921875;145299.96875
Q02630;116234.18;32213.166015625;33007.0390625;32850.20703125;28534.482421875;29915.859375;27884.0703125;27181.736328125;35597.484375;68748.6015625;85561.9296875;68954.8125;87839.7421875;152792.4375;135219.0625;132141.734375;121517.9453125
Q02642;17020.24;1189719.5;1023249.125;1012283.6875;1041428.125;1165388.375;1146585.875;1167515.75;1349520.25;1411686.125;2075932.75;2465514;2303904.5;2746589.25;2499835;2355698.75;2262446.25
Q02647;10440.98;30631.62109375;31417.98828125;26779.841796875;18652.55859375;138432.703125;186946.421875;150008.609375;82995.0703125;682110.25;380276.09375;264338.34375;279818.46875;312026.21875;447753.5625;543548.25;565635.1875
Q02725;96553.46;43774.140625;49076.56640625;60684.3359375;67644.015625;11276.8662109375;12415.751953125;8027.76025390625;10061.0361328125;22401.83984375;35063.82421875;41845.7578125;33777.453125;204061.578125;142116.296875;111879.546875;152372.3125
Q02753;18242.17;1973664.5;1888114.75;2046173;2272820.25;0;0;0;0;0;0;0;0;0;0;0;0
Q02771;12281.08;0;0;0;0;9494.451171875;13055.1748046875;11348.3037109375;15404.955078125;1036.52380371094;16130.6640625;41299.1171875;37681.1640625;112059.3984375;123193.1015625;126212.4375;92795.828125
Q02772;12394.4;29822.515625;28553.263671875;20584.287109375;14136.9892578125;34384.7421875;29960.31640625;30258.146484375;39647.984375;99168.21875;112417.890625;108119.8203125;133091.4375;218591.15625;217108.3125;223813.53125;230229.140625
Q02775;44636.72;97156.6640625;91060.5;83683.84375;78238.921875;103571.71875;90467.6328125;88427.203125;138878.203125;385824.8125;482908.125;422524.84375;437701.59375;1748587.75;1554074.25;1490883.375;1499652.125
Q02776;55098.7;45324.3828125;20507.390625;28695.03125;20692.896484375;3782.810546875;7292.1494140625;6730.2861328125;31622.44140625;36985.484375;41197.12109375;31941.396484375;28281.599609375;322168.125;260527.25;249860.53125;292322.875
Q02784;16931.44;51704.3203125;42127.6953125;46902.890625;34157.60546875;89120.2265625;78702.5703125;82497.0390625;139944.71875;526043.8125;571603.0625;572888.5625;512008.15625;350176.25;572369.8125;798549.75;699672.875
Q02792;115933.96;0;0;0;0;0;0;0;0;0;0;0;0;62656.78515625;91993.9453125;89629.3671875;88379.6953125
Q02795;31652.96;61471.37890625;19957.236328125;7710.22509765625;11858.595703125;0;0;0;0;0;0;0;0;0;0;0;0
Q02796;37309.21;1454.2705078125;1279.33557128906;1075.03173828125;2313.17626953125;1890.42041015625;4039.82641601563;2979.119140625;5773.51123046875;23927.1171875;47343.24609375;47354.9453125;34205.8203125;239812.984375;229759.34375;197268.109375;195134.453125
Q02805;92349.32;28818.150390625;38704.69921875;33925.74609375;26200.673828125;49437.609375;41433.6171875;39951.97265625;48457.0703125;112456.015625;203163.875;182821.359375;201319.828125;300331.3125;305332.59375;328650.5625;303204.90625
Q02821;60441.35;152050.609375;171889.578125;184412.578125;200895.53125;5271077.5;6006550.5;5202333;4628341.5;420288.46875;1125061.875;913743.5625;1056649.625;592332.9375;581776.875;543383.0625;549361.5
Q02872;19818.59;0;0;0;0;3509.13256835938;7333.5205078125;4961.50048828125;7022.318359375;25150.677734375;25619.26171875;18346.302734375;17736.6328125;149635.609375;122763.015625;106909.796875;105097.4921875
Q02875;94356.51;78724.015625;80630.921875;87369.4453125;82669.359375;78247.53125;72794.9453125;67326.875;96758.2421875;431624.75;393867.84375;365476.5625;363773.03125;1071026.375;974327.1875;917960.1875;967732.875
Q02884;51155.52;49346.6328125;48510.50390625;46292.58203125;57361.359375;25531.38671875;29959.005859375;26101.982421875;44069.8515625;27682.6640625;88957.5;86718.375;85059.203125;547366.5625;431267.6875;274317.65625;427590.8125
Q02887;55188.08;4208.60986328125;2937.99047851563;2270.95581054688;7567.1708984375;35546.20703125;36339.55078125;43470.03515625;30780.724609375;14990.5859375;25214.30078125;36529.3671875;15553.5537109375;270702.28125;188706.9375;170028.703125;132161.59375
Q02890;42484.91;0;0;0;0;0;0;0;0;0;0;0;0;8672.396484375;14521.0927734375;7624.09326171875;8821.5478515625
Q02892;74410.1;49832.06640625;60983.25;75380.515625;77634.6953125;21415.494140625;16784.17578125;15621.236328125;38224.32421875;56055.44140625;79068.1796875;58763.06640625;69638.3125;293525.1875;250637.71875;220989.125;226346.15625
Q02959;79200.13;30652.9609375;33748.375;39559.73046875;43864.64453125;26435.544921875;22522.380859375;22773.1484375;20001.904296875;99010.8359375;88240.59375;82447.3828125;90819.4609375;106081.7890625;112183.7734375;115943.953125;100492.5703125
Q03002;97692.76;0;0;0;0;0;0;0;0;0;0;0;0;51241.34765625;109932.390625;171528.796875;128362.625
Q03016;140890.97;24489.91796875;25215.248046875;27947.140625;25619.2734375;53008.828125;50176.34375;47054.0234375;57635.18359375;145796.328125;193011.234375;187863.03125;170916.53125;284330.21875;285575.53125;287744.15625;315449.40625
Q03020;17895.07;53527.56640625;41077.44921875;50864.5859375;48918.90234375;127843.1875;121606.34375;113414.4140625;124745;504628.15625;660592.625;606850.75;547994.3125;334599.46875;551595.3125;668649.375;638434.625
Q03034;56163.9;6735.181640625;16423.908203125;23944.650390625;17626.853515625;0;0;0;0;0;0;0;0;0;0;0;0
Q03048;15900.77;2600363.25;2831535.75;2567797.75;2662012.75;5520829;5074930;5401332.5;5202004;6063836;7818074.5;11157544;10863714;4845195.5;6260293.5;7050242.5;7303826.5
Q03063;49356.19;42276.16015625;34596.046875;39604.546875;35767.05078125;102726.75;98038.4921875;94019.0078125;128525.359375;435347.75;700798.125;730559.375;599794.5625;912513.1875;965952.1875;999787.9375;996708.5
Q03067;11284.64;0;0;0;0;8822.6572265625;8589.56640625;6649.42041015625;18625.830078125;37211.80078125;28422.125;30196.080078125;28617.01171875;414559.25;321182.75;254356.8125;229656.859375
Q03071;11327.8;17725.001953125;16356.5947265625;13344.5107421875;15507.6083984375;65547.8671875;43928.2734375;43263.0703125;47602.7421875;46972.84765625;91139.6484375;84436.9609375;98376.375;153563.453125;176365.984375;205383.40625;160037.265625
Q03081;19557.43;0;0;0;0;0;0;0;0;0;0;0;0;10400.3642578125;12989.6123046875;14952.5126953125;10192.455078125
Q03088;92144.2;10497.4306640625;12712.7744140625;16959.3359375;11901.76171875;35724.13671875;34394.90625;32503.673828125;52282.22265625;286182.875;375651.6875;349189.53125;293763.5625;524790.5625;581440.875;564970.25;580213.1875
Q03102;39976.08;35707.30859375;43340.8984375;46780.30078125;61121.6015625;28259.8359375;39521.421875;37360.99609375;12333.904296875;418405.9375;74203.3203125;69407.5;72583.2421875;0;0;0;0
Q03104;59588.57;2792.71142578125;3006.82177734375;5613.88134765625;1930.51806640625;0;0;0;0;0;0;0;0;0;0;0;0
Q03124;65217.53;9200.5380859375;7044.728515625;7913.73681640625;8295.841796875;0;0;0;0;14887.822265625;44923.29296875;44779.328125;41487.4453125;213838.15625;176331.078125;148539.21875;127158.140625
Q03161;33955.87;21560.072265625;19652.12890625;25310.75;41372.609375;50525.4296875;101851.7109375;80616.1875;25050.12109375;4915113;334657.5;335602.5625;696420.9375;45364.44921875;85661.9921875;38753.30078125;96005.4609375
Q03177;94254.35;0;0;0;0;0;0;0;0;5246.98486328125;22981.052734375;19326.541015625;24146.357421875;109037.515625;86788.0234375;68055.4609375;88325.640625
Q03178;34621.64;118447.2578125;106043.9609375;102841.390625;106500.171875;3953964.25;3784785.25;4028047.25;3795963;2514454;4464519;4930127.5;4195981;184933.140625;193740.0625;238268.0625;220965.359375
