"Gene > Standard Name","Gene > Systematic Name","Gene > Name","Gene > Homologues > Homologue > Standard Name","Gene > Homologues > Homologue > Name","Gene > Homologues > Homologue . Organism . Short Name","Gene > Homologues > Homolog Gene Identifier","Gene > Homologues > Homologue > Cross References > Identifier","Gene > Homologues > Homologue > Diseases > Identifier","Gene > Homologues > Homologue > Diseases > Name","Gene > Homologues > Data Sets > Data Source > Name","Gene > Homologues > Algorithms","Gene > Homologues > Algorithms Match","Gene > Homologues > Algorithms Attempted"
"TCP1","YDR212W","Tailless Complex Polypeptide","TCP1","t-complex 1","H. sapiens","6950","186980","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TDA5","YLR426W","Topoisomerase I Damage Affected","DHRS3","dehydrogenase/reductase (SDR family) member 3","H. sapiens","9249","612830","","","DiOPT","OMA|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"TDH1","YJL052W","Triose-phosphate DeHydrogenase","GAPDH","glyceraldehyde-3-phosphate dehydrogenase","H. sapiens","2597","138400","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TDH1","YJL052W","Triose-phosphate DeHydrogenase","GAPDHS","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic","H. sapiens","26330","609169","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TDH2","YJR009C","Triose-phosphate DeHydrogenase","GAPDH","glyceraldehyde-3-phosphate dehydrogenase","H. sapiens","2597","138400","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TDH2","YJR009C","Triose-phosphate DeHydrogenase","GAPDHS","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic","H. sapiens","26330","609169","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TDH3","YGR192C","Triose-phosphate DeHydrogenase","GAPDH","glyceraldehyde-3-phosphate dehydrogenase","H. sapiens","2597","138400","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TDH3","YGR192C","Triose-phosphate DeHydrogenase","GAPDHS","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic","H. sapiens","26330","609169","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TDP1","YBR223C","Tyrosyl-DNA Phosphodiesterase","TDP1","tyrosyl-DNA phosphodiesterase 1","H. sapiens","55775","607198","607250","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY; SCAN1","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TEC1","YBR083W","Transposon Enhancement Control","TEAD1","TEA domain family member 1 (SV40 transcriptional enhancer factor)","H. sapiens","7003","189967","108985","SVEINSSON CHORIORETINAL ATROPHY; SCRA","DiOPT","OrthoInspector|OrthoFinder|PANTHER","3","9"
"TEC1","YBR083W","Transposon Enhancement Control","TEAD2","TEA domain family member 2","H. sapiens","8463","601729","","","DiOPT","OrthoInspector|PANTHER|OrthoFinder","3","9"
"TEC1","YBR083W","Transposon Enhancement Control","TEAD3","TEA domain family member 3","H. sapiens","7005","603170","","","DiOPT","Ensembl Compara|OrthoInspector|PANTHER|OrthoFinder","4","9"
"TEC1","YBR083W","Transposon Enhancement Control","TEAD4","TEA domain family member 4","H. sapiens","7004","601714","","","DiOPT","OrthoInspector|PANTHER|OrthoFinder","3","9"
"TEF1","YPR080W","Translation Elongation Factor","EEF1A1","eukaryotic translation elongation factor 1 alpha 1","H. sapiens","1915","130590","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TEF1","YPR080W","Translation Elongation Factor","EEF1A2","eukaryotic translation elongation factor 1 alpha 2","H. sapiens","1917","602959","616409","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 33; EIEE33","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TEF1","YPR080W","Translation Elongation Factor","EEF1A2","eukaryotic translation elongation factor 1 alpha 2","H. sapiens","1917","602959","616393","MENTAL RETARDATION, AUTOSOMAL DOMINANT 38; MRD38","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TEF2","YBR118W","Translation Elongation Factor","EEF1A1","eukaryotic translation elongation factor 1 alpha 1","H. sapiens","1915","130590","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TEF2","YBR118W","Translation Elongation Factor","EEF1A2","eukaryotic translation elongation factor 1 alpha 2","H. sapiens","1917","602959","616409","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 33; EIEE33","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TEF2","YBR118W","Translation Elongation Factor","EEF1A2","eukaryotic translation elongation factor 1 alpha 2","H. sapiens","1917","602959","616393","MENTAL RETARDATION, AUTOSOMAL DOMINANT 38; MRD38","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TEF4","YKL081W","Translation Elongation Factor","EEF1G","eukaryotic translation elongation factor 1 gamma","H. sapiens","1937","130593","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TEL1","YBL088C","TELomere maintenance","ATM","ATM serine/threonine kinase","H. sapiens","472","607585","114480","BREAST CANCER","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER","5","9"
"TEL1","YBL088C","TELomere maintenance","ATM","ATM serine/threonine kinase","H. sapiens","472","607585","208900","ATAXIA-TELANGIECTASIA; AT","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER","5","9"
"TEL2","YGR099W","TELomere maintenance","TELO2","telomere maintenance 2","H. sapiens","9894","611140","","","DiOPT","Hieranoid|OrthoFinder|Ensembl Compara|PANTHER","4","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","275355","SQUAMOUS CELL CARCINOMA, HEAD AND NECK; HNSCC","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","613028","GLIOMA SUSCEPTIBILITY 2; GLM2","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","607174","MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","605309","MACROCEPHALY/AUTISM SYNDROME","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","155600","MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 1; CMM1","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","176807","PROSTATE CANCER","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","608089","ENDOMETRIAL CANCER","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","158350","COWDEN SYNDROME 1; CWS1","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","153480","BANNAYAN-RILEY-RUVALCABA SYNDROME; BRRS","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","PTEN","phosphatase and tensin homolog","H. sapiens","5728","601728","276950","VACTERL ASSOCIATION WITH HYDROCEPHALUS","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","6","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","TPTE","transmembrane phosphatase with tensin homology","H. sapiens","7179","604336","","","DiOPT","Hieranoid|PANTHER|SonicParanoid|OrthoFinder","4","9"
"TEP1","YNL128W","TEnsin-like Phosphatase","TPTE2","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2","H. sapiens","93492","606791","","","DiOPT","SonicParanoid|OrthoFinder|Hieranoid|PANTHER","4","9"
"TES1","YJR019C","ThioESterase","ACOT8","acyl-CoA thioesterase 8","H. sapiens","10005","608123","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TEX1","YNL253W","TrEX component","THOC3","THO complex 3","H. sapiens","84321","606929","","","DiOPT","OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|InParanoid","6","9"
"TFA1","YKL028W","Transcription Factor A","GTF2E1","general transcription factor IIE, polypeptide 1, alpha 56kDa","H. sapiens","2960","189962","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TFA2","YKR062W","Transcription Factor A","GTF2E2","general transcription factor IIE, polypeptide 2, beta 34kDa","H. sapiens","2961","189964","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TFB1","YDR311W","Transcription Factor B","GTF2H1","general transcription factor IIH, polypeptide 1, 62kDa","H. sapiens","2965","189972","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","6","9"
"TFB2","YPL122C","Transcription Factor B","GTF2H4","general transcription factor IIH, polypeptide 4, 52kDa","H. sapiens","2968","601760","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TFB3","YDR460W","Transcription Factor B","MNAT1","MNAT CDK-activating kinase assembly factor 1","H. sapiens","4331","602659","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"TFB4","YPR056W","Transcription Factor B subunit 4","GTF2H3","general transcription factor IIH, polypeptide 3, 34kDa","H. sapiens","2967","601750","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"TFB5","YDR079C-A","","GTF2H5","general transcription factor IIH, polypeptide 5","H. sapiens","404672","608780","616395","TRICHOTHIODYSTROPHY 3, PHOTOSENSITIVE; TTD3","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|InParanoid","6","9"
"TFC1","YBR123C","Transcription Factor class C","GTF3C5","general transcription factor IIIC, polypeptide 5, 63kDa","H. sapiens","9328","604890","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PANTHER|Ensembl Compara","5","9"
"TFC4","YGR047C","Transcription Factor class C","GTF3C3","general transcription factor IIIC, polypeptide 3, 102kDa","H. sapiens","9330","604888","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"TFC6","YDR362C","Transcription Factor C","GTF3C2","general transcription factor IIIC, polypeptide 2, beta 110kDa","H. sapiens","2976","604883","","","DiOPT","PANTHER|OrthoFinder","2","9"
"TFC7","YOR110W","","UBASH3A","ubiquitin associated and SH3 domain containing A","H. sapiens","53347","605736","","","DiOPT","Ensembl Compara|OrthoFinder","2","9"
"TFC7","YOR110W","","UBASH3B","ubiquitin associated and SH3 domain containing B","H. sapiens","84959","609201","","","DiOPT","Ensembl Compara|OrthoFinder","2","9"
"TFG1","YGR186W","Transcription Factor G","GTF2F1","general transcription factor IIF, polypeptide 1, 74kDa","H. sapiens","2962","189968","","","DiOPT","Hieranoid|Ensembl Compara|PANTHER","3","9"
"TFG2","YGR005C","Transcription Factor G","GTF2F2","general transcription factor IIF, polypeptide 2, 30kDa","H. sapiens","2963","189969","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara","6","9"
"TFS1","YLR178C","cdc Twenty-Five Suppressor","PEBP1","phosphatidylethanolamine binding protein 1","H. sapiens","5037","604591","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"TFS1","YLR178C","cdc Twenty-Five Suppressor","PEBP4","phosphatidylethanolamine-binding protein 4","H. sapiens","157310","612473","","","DiOPT","SonicParanoid|OrthoInspector|PANTHER","3","9"
"TGL1","YKL140W","TriGlyceride Lipase","LIPA","lipase A, lysosomal acid, cholesterol esterase","H. sapiens","3988","613497","278000","LYSOSOMAL ACID LIPASE DEFICIENCY","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","7","9"
"TGL1","YKL140W","TriGlyceride Lipase","LIPF","lipase, gastric","H. sapiens","8513","601980","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","7","9"
"TGL1","YKL140W","TriGlyceride Lipase","LIPJ","lipase, family member J","H. sapiens","142910","613921","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","7","9"
"TGL1","YKL140W","TriGlyceride Lipase","LIPK","lipase, family member K","H. sapiens","643414","613922","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","7","9"
"TGL1","YKL140W","TriGlyceride Lipase","LIPM","lipase, family member M","H. sapiens","340654","613923","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|Ensembl Compara|InParanoid","7","9"
"TGL1","YKL140W","TriGlyceride Lipase","LIPN","lipase, family member N","H. sapiens","643418","613924","613943","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8; ARCI8","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara|InParanoid","7","9"
"TGS1","YPL157W","TrimethylGuanosine Synthase","TGS1","trimethylguanosine synthase 1","H. sapiens","96764","606461","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara","6","9"
"THI73","YLR004C","THIamine regulon","SLC17A1","solute carrier family 17 (organic anion transporter), member 1","H. sapiens","6568","182308","","","DiOPT","Ensembl Compara|Hieranoid","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A2","solute carrier family 17, member 2","H. sapiens","10246","611049","","","DiOPT","Ensembl Compara|Hieranoid","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A3","solute carrier family 17 (organic anion transporter), member 3","H. sapiens","10786","611034","612671","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4","DiOPT","Hieranoid|Ensembl Compara","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A4","solute carrier family 17, member 4","H. sapiens","10050","604216","","","DiOPT","Ensembl Compara|Hieranoid","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A5","solute carrier family 17 (acidic sugar transporter), member 5","H. sapiens","26503","604322","269920","INFANTILE SIALIC ACID STORAGE DISEASE; ISSD","DiOPT","Ensembl Compara|Hieranoid","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A5","solute carrier family 17 (acidic sugar transporter), member 5","H. sapiens","26503","604322","604369","SALLA DISEASE; SD","DiOPT","Ensembl Compara|Hieranoid","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A6","solute carrier family 17 (vesicular glutamate transporter), member 6","H. sapiens","57084","607563","","","DiOPT","Hieranoid|Ensembl Compara","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A7","solute carrier family 17 (vesicular glutamate transporter), member 7","H. sapiens","57030","605208","","","DiOPT","Hieranoid|Ensembl Compara","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A8","solute carrier family 17 (vesicular glutamate transporter), member 8","H. sapiens","246213","607557","605583","DEAFNESS, AUTOSOMAL DOMINANT 25; DFNA25","DiOPT","Hieranoid|Ensembl Compara","2","9"
"THI73","YLR004C","THIamine regulon","SLC17A9","solute carrier family 17 (vesicular nucleotide transporter), member 9","H. sapiens","63910","612107","616063","POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE; POROK8","DiOPT","Hieranoid|Ensembl Compara","2","9"
"THI80","YOR143C","THIamine metabolism","TPK1","thiamin pyrophosphokinase 1","H. sapiens","27010","606370","614458","THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"THO2","YNL139C","suppressor of the Transcriptional defect of Hpr1 by Overexpression","THOC2","THO complex 2","H. sapiens","57187","300395","300957","MENTAL RETARDATION, X-LINKED 12; MRX12","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"THP1","YOL072W","Tho2/Hpr1 Phenotype","PCID2","PCI domain containing 2","H. sapiens","55795","613713","","","DiOPT","Ensembl Compara|SonicParanoid|PANTHER","3","9"
"THP3","YPR045C","THO-related Protein","LENG8","leukocyte receptor cluster (LRC) member 8","H. sapiens","114823","616575","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara","6","9"
"THR4","YCR053W","THReonine requiring","THNSL2","threonine synthase-like 2","H. sapiens","55258","611261","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|InParanoid","7","9"
"THS1","YIL078W","THreonyl tRNA Synthetase","TARS","threonyl-tRNA synthetase","H. sapiens","6897","187790","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"THS1","YIL078W","THreonyl tRNA Synthetase","TARS2","threonyl-tRNA synthetase 2, mitochondrial (putative)","H. sapiens","80222","612805","615918","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21; COXPD21","DiOPT","OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"TIF1","YKR059W","Translation Initiation Factor","EIF4A1","eukaryotic translation initiation factor 4A1","H. sapiens","1973","602641","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIF1","YKR059W","Translation Initiation Factor","EIF4A2","eukaryotic translation initiation factor 4A2","H. sapiens","1974","601102","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIF11","YMR260C","Translation Initiation Factor","EIF1AX","eukaryotic translation initiation factor 1A, X-linked","H. sapiens","1964","300186","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIF11","YMR260C","Translation Initiation Factor","EIF1AY","eukaryotic translation initiation factor 1A, Y-linked","H. sapiens","9086","400014","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIF2","YJL138C","Translation Initiation Factor","EIF4A1","eukaryotic translation initiation factor 4A1","H. sapiens","1973","602641","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIF2","YJL138C","Translation Initiation Factor","EIF4A2","eukaryotic translation initiation factor 4A2","H. sapiens","1974","601102","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIF34","YMR146C","Translation Initiation Factor","EIF3I","eukaryotic translation initiation factor 3, subunit I","H. sapiens","8668","603911","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"TIF35","YDR429C","Translation Initiation Factor","EIF3G","eukaryotic translation initiation factor 3, subunit G","H. sapiens","8666","603913","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIF4631","YGR162W","Translation Initiation Factor","EIF4G1","eukaryotic translation initiation factor 4 gamma, 1","H. sapiens","1981","600495","614251","PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK18","DiOPT","Hieranoid|OrthoInspector|PANTHER","3","9"
"TIF4631","YGR162W","Translation Initiation Factor","EIF4G2","eukaryotic translation initiation factor 4 gamma, 2","H. sapiens","1982","602325","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","5","9"
"TIF4631","YGR162W","Translation Initiation Factor","EIF4G3","eukaryotic translation initiation factor 4 gamma, 3","H. sapiens","8672","603929","","","DiOPT","Hieranoid|OrthoInspector|PANTHER","3","9"
"TIF4632","YGL049C","Translation Initiation Factor","EIF4G1","eukaryotic translation initiation factor 4 gamma, 1","H. sapiens","1981","600495","614251","PARKINSON DISEASE 18, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK18","DiOPT","Hieranoid|OrthoInspector|PANTHER","3","9"
"TIF4632","YGL049C","Translation Initiation Factor","EIF4G2","eukaryotic translation initiation factor 4 gamma, 2","H. sapiens","1982","602325","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara","5","9"
"TIF4632","YGL049C","Translation Initiation Factor","EIF4G3","eukaryotic translation initiation factor 4 gamma, 3","H. sapiens","8672","603929","","","DiOPT","Hieranoid|OrthoInspector|PANTHER","3","9"
"TIF5","YPR041W","Translation Initiation Factor","EIF5","eukaryotic translation initiation factor 5","H. sapiens","1983","601710","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"TIF6","YPR016C","Translation Initiation Factor","EIF6","eukaryotic translation initiation factor 6","H. sapiens","3692","602912","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIM10","YHR005C-A","Translocase of the Inner Membrane","TIMM10","translocase of inner mitochondrial membrane 10 homolog (yeast)","H. sapiens","26519","602251","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIM12","YBR091C","Translocase of the Inner Membrane","TIMM10","translocase of inner mitochondrial membrane 10 homolog (yeast)","H. sapiens","26519","602251","","","DiOPT","Ensembl Compara|PANTHER|PhylomeDB|OrthoFinder","4","9"
"TIM13","YGR181W","Translocase of the Inner Mitochondrial membrane","TIMM13","translocase of inner mitochondrial membrane 13 homolog (yeast)","H. sapiens","26517","607383","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIM17","YJL143W","Translocase of the Inner Mitochondrial membrane","TIMM17A","translocase of inner mitochondrial membrane 17 homolog A (yeast)","H. sapiens","10440","605057","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIM17","YJL143W","Translocase of the Inner Mitochondrial membrane","TIMM17B","translocase of inner mitochondrial membrane 17 homolog B (yeast)","H. sapiens","10245","300249","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"TIM18","YOR297C","Translocase of the Inner Mitochondrial membrane","SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","H. sapiens","6392","602690","606864","PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA","DiOPT","Hieranoid|PANTHER|Ensembl Compara|OrthoFinder","4","9"
"TIM18","YOR297C","Translocase of the Inner Mitochondrial membrane","SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","H. sapiens","6392","602690","114900","CARCINOID TUMORS, INTESTINAL","DiOPT","Hieranoid|PANTHER|Ensembl Compara|OrthoFinder","4","9"
"TIM18","YOR297C","Translocase of the Inner Mitochondrial membrane","SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","H. sapiens","6392","602690","168000","PARAGANGLIOMAS 1; PGL1","DiOPT","Hieranoid|PANTHER|Ensembl Compara|OrthoFinder","4","9"
"TIM18","YOR297C","Translocase of the Inner Mitochondrial membrane","SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","H. sapiens","6392","602690","615106","COWDEN SYNDROME 3; CWS3","DiOPT","Hieranoid|PANTHER|Ensembl Compara|OrthoFinder","4","9"
"TIM18","YOR297C","Translocase of the Inner Mitochondrial membrane","SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","H. sapiens","6392","602690","171300","PHEOCHROMOCYTOMA PHEOCHROMOCYTOMA, SUSCEPTIBILITY TO","DiOPT","Hieranoid|PANTHER|Ensembl Compara|OrthoFinder","4","9"
"TIM18","YOR297C","Translocase of the Inner Mitochondrial membrane","SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","H. sapiens","6392","602690","252011","MITOCHONDRIAL COMPLEX II DEFICIENCY","DiOPT","Hieranoid|PANTHER|Ensembl Compara|OrthoFinder","4","9"
"TIM21","YGR033C","Translocase of the Inner Mitochondrial membrane","TIMM21","translocase of inner mitochondrial membrane 21 homolog (yeast)","H. sapiens","29090","615180","","","DiOPT","Hieranoid|PANTHER|OrthoFinder","3","9"
